time,station,uid,pm2.5,pm10,no2
2026-02-19 18:00:00,"Zamość, Poland",6481,177.0,82.0,29.2
2026-02-19 18:00:00,"Str. I Bulbuca, Timişoara, Romania",7661,56.0,21.0,32.4
2026-02-19 18:00:00,"Szolnok, Szolnok, Hungary",3358,0.0,10.0,0.0
2026-02-19 18:00:00,"Şoseaua Constanţei, Mangalia, Romania",4173,0.0,12.0,8.0
2026-02-19 18:00:00,"Beograd Lazarevac, Serbia",14560,48.0,14.0,8.3
2026-02-19 18:00:00,"Str. Ostrovei, Râmnicu Vâlcea, Romania",6876,0.0,22.0,6.2
2026-02-19 18:00:00,"Bdul Bucuresti, Baia Mare, Romania",4181,0.0,12.0,12.5
2026-02-19 18:00:00,"Str. Ioan Fluieras, Arad, Romania",4164,0.0,16.0,7.9
2026-02-19 18:00:00,"Połaniec, Poland",6551,141.0,56.0,17.2
2026-02-19 18:00:00,"Gołuchów, Ujęcie Wody, Poland",14910,0.0,35.0,6.0
2026-02-19 18:00:00,"Veliki Crljeni, Serbia",14563,73.0,25.0,11.7
2026-02-19 18:00:00,"Str. Soseaua Suruia, Focșani, Romania",4196,0.0,17.0,14.1
2026-02-19 18:00:00,"Dębica-Grottgera-WIOS, Poland",13039,169.0,75.0,0.0
2026-02-19 18:00:00,"Małogoszcz, ul. Słoneczna 18, Poland",14912,129.0,49.0,10.2
2026-02-19 18:00:00,"Str. Unirii, Moldova Noua, Romania",4192,0.0,16.0,0.0
2026-02-19 18:00:00,"Beograd Surčin, Serbia",14787,61.0,39.0,15.0
2026-02-19 18:00:00,"Lublin ul.Obywatelska, Poland",6480,106.0,38.0,18.0
2026-02-19 18:00:00,"M.R.Stefanika, Vranov nad Top., Slovakia",3131,74.0,23.0,6.9
2026-02-19 18:00:00,"IZJZ Niš, Niš, Serbia",8577,179.0,162.0,43.1
2026-02-19 18:00:00,"Str. Tudor Vladimirescu, Zlatna, Romania",6831,0.0,26.0,20.8
2026-02-19 18:00:00,"Comuna Sinandrei, Sinandrei, Romania",4189,0.0,24.0,7.6
2026-02-19 18:00:00,"Pod Vinbargom, Bardejov, Slovakia",13822,63.0,23.0,14.2
2026-02-19 18:00:00,"Zona Pasaj Micalaca, Arad, Romania",6835,0.0,12.0,11.6
2026-02-19 18:00:00,"Sajószentpéter, Sajószentpéter, Hungary",3357,102.0,36.0,15.8
2026-02-19 18:00:00,"Szymbark, Szymbark 430, Krakow, Poland",14890,0.0,45.0,7.3
2026-02-19 18:00:00,"Comuna Baloteşti, Baloteşti, Romania",7658,64.0,20.0,31.9
2026-02-19 18:00:00,"Str. Brestei, Breasta, Romania",6853,0.0,19.0,5.1
2026-02-19 18:00:00,"Beograd Barajevo, Serbia",14780,42.0,19.0,2.9
2026-02-19 18:00:00,"Pančevo Vatrog dom, Serbia",8817,62.0,20.0,16.5
2026-02-19 18:00:00,"str. Mihai Viteazu, Vulcan, Romania",4193,0.0,21.0,21.5
2026-02-19 18:00:00,"Hernádszurdok, Hernádszurdok, Hungary",3350,53.0,14.0,0.0
2026-02-19 18:00:00,"Str. Mihai Viteazu, Slobozia, Romania",4179,0.0,7.0,9.5
2026-02-19 18:00:00,"Str. Lacul Morii, Lacul Morii, Romania",7655,68.0,25.0,55.9
2026-02-19 18:00:00,"Pirot, Serbia",14562,75.0,27.0,8.9
2026-02-19 18:00:00,"Beograd Borča, Serbia",14781,80.0,36.0,21.8
2026-02-19 18:00:00,"Vratsa - ZHP Gara, Bulgaria",10561,0.0,8.0,2.9
2026-02-19 18:00:00,"Str. Izvoare, Bacău, Romania",4165,0.0,22.0,15.2
2026-02-19 18:00:00,"Comuna Ungheni, Ungheni, Romania",8587,0.0,36.0,6.5
2026-02-19 18:00:00,"Kraków, os. Wadów, Małopolska, Poland",10041,129.0,53.0,9.7
2026-02-19 18:00:00,"Str. Lalelelor, Alba Iulia, Romania",4162,0.0,27.0,12.5
2026-02-19 18:00:00,"Str. Aurel Vlaicu, Cluj-Napoca, Romania",8591,0.0,24.0,23.8
2026-02-19 18:00:00,"EMEP, AU SAV, Stara Lesna, Slovakia",3127,46.0,9.0,3.7
2026-02-19 18:00:00,"Shumen, Bulgaria",10563,0.0,12.0,6.2
2026-02-19 18:00:00,"Beograd Obrenovac Ušće, Serbia",14564,11.0,3.0,1.9
2026-02-19 18:00:00,"Comuna Sânpetru, Sânpetru, Romania",4191,0.0,24.0,10.1
2026-02-19 18:00:00,"Calea Pietroasa, Campulung, Romania",4163,0.0,45.0,16.0
2026-02-19 18:00:00,"Str. Nufărului, Oradea, Romania",6838,0.0,17.0,20.1
2026-02-19 18:00:00,"Sos. Sloboziei, Giurgiu, Romania",8585,0.0,15.0,33.2
2026-02-19 18:00:00,"Str. Industriei, Urziceni, Romania",6860,0.0,16.0,17.6
2026-02-19 18:00:00,"Beograd Zemun Ugrinovačka, Serbia",14788,63.0,30.0,18.2
2026-02-19 18:00:00,"Bdul Dunărea, Galaţi, Romania",8584,0.0,14.0,5.4
2026-02-19 18:00:00,"Miskolc Búza tér, Miskolc, Hungary",3352,93.0,32.0,21.8
2026-02-19 18:00:00,"Varna - SOU Angel Kanchev, Bulgaria",10577,22.0,13.0,6.6
2026-02-19 18:00:00,"Novi Pazar, Serbia",12894,93.0,35.0,12.4
2026-02-19 18:00:00,"Str. Războieni, Bacău, Romania",7645,0.0,46.0,14.4
2026-02-19 18:00:00,"Arm.gen. L. Svobodu, Presov, Slovakia",3129,63.0,25.0,27.5
2026-02-19 18:00:00,"Str. Vlad Ţepeş, Târgovişte, Romania",6851,0.0,17.0,41.3
2026-02-19 18:00:00,"Calea Bucuresti, Craiova, Romania",8580,0.0,22.0,13.1
2026-02-19 18:00:00,"Beograd Leštane, Serbia",14783,71.0,45.0,19.7
2026-02-19 18:00:00,"Str. Cauciucului, Oneşti, Romania",4166,0.0,40.0,13.5
2026-02-19 18:00:00,"Devnya - Izvorite, Bulgaria",10567,0.0,21.0,9.0
2026-02-19 18:00:00,"G.Oryahovitsa, Bulgaria",10572,0.0,11.0,8.2
2026-02-19 18:00:00,"Str. Dunarii, Alexandria, Romania",4160,0.0,10.0,8.5
2026-02-19 18:00:00,"Ruse - Vazrazhdane, Bulgaria",10560,42.0,19.0,15.1
2026-02-19 18:00:00,"Str. Matei Corvin, Oradea, Romania",4167,0.0,30.0,17.7
2026-02-19 18:00:00,"Zeleznicna, Poprad, Slovakia",13827,50.0,12.0,11.0
2026-02-19 18:00:00,"Calea Victoriei, Cercul Militar, Romania",7657,0.0,21.0,45.7
2026-02-19 18:00:00,"Rzeszów-Piłsudskiego-WIOS, Poland",13042,158.0,75.0,31.1
2026-02-19 18:00:00,"Kielce, ul. Targowa 3, Poland",14911,66.0,26.0,15.4
2026-02-19 18:00:00,"Smederevo Radinac, Serbia",14566,56.0,18.0,3.7
2026-02-19 18:00:00,"Bdul. N. Iorga, Iasi, Romania",6861,0.0,49.0,26.7
2026-02-19 18:00:00,"Tarnów-ul. Ks. Romana Sitko, Małopolska, Poland",8690,132.0,58.0,16.6
2026-02-19 18:00:00,"Bdul Bucuresti, Ploieşti, Romania",4186,0.0,32.0,58.2
2026-02-19 18:00:00,"Calea Macin, Isaccea, Romania",4188,0.0,18.0,14.0
2026-02-19 18:00:00,"Nowa Huta, Kraków, Małopolska, Poland",3403,129.0,51.0,9.7
2026-02-19 18:00:00,"Str. Decebal, Medgidia, Romania",4175,0.0,10.0,12.9
2026-02-19 18:00:00,"Dobrich - OU Han Asparuh, Bulgaria",10565,0.0,8.0,0.0
2026-02-19 18:00:00,"Aleea Biciclistilor, Hunedoara, Romania",6859,0.0,39.0,15.8
2026-02-19 18:00:00,"Letna, Velka Ida, Slovakia",3122,57.0,19.0,0.0
2026-02-19 18:00:00,"Str. Petru Maior, Reşiţa, Romania",4170,0.0,16.0,3.3
2026-02-19 18:00:00,"T. G. Masaryka, Trebisov, Slovakia",13830,55.0,15.0,9.2
2026-02-19 18:00:00,"SNP, Krompachy, Slovakia",3144,70.0,23.0,6.9
2026-02-19 18:00:00,"Tochtermana, Radom, Mazowieckie, Poland",3393,153.0,60.0,31.4
2026-02-19 18:00:00,"Str. Drumul Taberei, Drumul Taberei, Romania",7656,0.0,22.0,46.4
2026-02-19 18:00:00,"Beograd Sopot, Serbia",14785,45.0,15.0,1.4
2026-02-19 18:00:00,"Bd Mihai Eminescu, Botoşani, Romania",4168,0.0,24.0,15.4
2026-02-19 18:00:00,"Borsukowizna-Wiejska, Poland",11817,33.0,8.0,1.7
2026-02-19 18:00:00,"Str. Băile Romane, Drobeta Turnu Severin, Romania",6862,0.0,29.0,16.1
2026-02-19 18:00:00,"Zeleno Brdo, Beograd, Serbia",8094,85.0,33.0,8.2
2026-02-19 18:00:00,"Str. P-ţa Independenţei, Brăila, Romania",6841,0.0,25.0,4.5
2026-02-19 18:00:00,"Jesenskeho, Jelsava, Slovakia",3116,78.0,30.0,4.6
2026-02-19 18:00:00,"EMEP, Vodna nadrz, Starina, Slovakia",3130,55.0,13.0,1.4
2026-02-19 18:00:00,"Zegrzyńska, Legionowo, Mazowieckie, Poland",4748,73.0,27.0,14.4
2026-02-19 18:00:00,"Brzozowa, Otwock, Mazowieckie, Poland",9037,56.0,15.0,7.2
2026-02-19 18:00:00,"Str. Parcului, Bistriţa, Romania",8578,0.0,18.0,5.4
2026-02-19 18:00:00,"Str. Libertăţii, Târgu Mureş, Romania",6865,0.0,28.0,25.8
2026-02-19 18:00:00,"Str. Rozelor, Oţelu Roşu, Romania",6848,0.0,24.0,8.3
2026-02-19 18:00:00,"Nyíregyháza, Nyíregyháza, Hungary",3380,30.0,20.0,8.7
2026-02-19 18:00:00,"Bor Gradski park, Serbia",12643,94.0,34.0,0.0
2026-02-19 18:00:00,"Smederevo Centar, Serbia",9259,87.0,47.0,25.0
2026-02-19 18:00:00,"Str. Mărăşeşti, Suceava, Romania",4194,95.0,35.0,17.4
2026-02-19 18:00:00,"Str. M. Kogălniceanu, Sebeş, Romania",6830,0.0,28.0,11.1
2026-02-19 18:00:00,"str. Principala, Buchin, Romania",4171,0.0,20.0,14.4
2026-02-19 18:00:00,"Krosno-Kletówki-WIOS, Poland",14678,104.0,39.0,0.0
2026-02-19 18:00:00,"Str. Piata Victoriei, Ploieşti, Romania",6868,0.0,21.0,66.8
2026-02-19 18:00:00,"Str. 1 Decembrie 1918, Tecuci, Romania",6857,0.0,12.0,12.1
2026-02-19 18:00:00,"Str. Valea Albă, Piatra Neamţ, Romania",4183,129.0,50.0,46.1
2026-02-19 18:00:00,"Putnok, Putnok, Hungary",3356,0.0,32.0,3.7
2026-02-19 18:00:00,"Rymanów-Zdrój, Poland",9577,95.0,35.0,0.0
2026-02-19 18:00:00,"Starachowice, ul. Złota, Poland",14913,79.0,27.0,0.0
2026-02-19 18:00:00,"Str. Uzinei, Râmnicu Vâlcea, Romania",7642,0.0,13.0,10.9
2026-02-19 18:00:00,"str. Dorobanti, Nadlac, Romania",6836,0.0,12.0,3.9
2026-02-19 18:00:00,"Stefanikova, Kosice, Slovakia",3113,59.0,16.0,0.0
2026-02-19 18:00:00,"Str. Stefan Cel Mare, Vaslui, Romania",6877,0.0,34.0,6.2
2026-02-19 18:00:00,"Bdul Unirii, Baia Mare, Romania",4182,0.0,13.0,8.5
2026-02-19 18:00:00,"Str. Ioan Slavici, Satu Mare, Romania",6873,0.0,14.0,17.8
2026-02-19 18:00:00,"Debrecen Kalotaszeg tér, Debrecen, Hungary",3378,50.0,14.0,7.8
2026-02-19 18:00:00,"Eger 2 Malomárok u., Eger, Hungary",3349,0.0,3.0,12.7
2026-02-19 18:00:00,"Aleea Grădiste, Slatina, Romania",8588,0.0,8.0,8.9
2026-02-19 18:00:00,"Obrenovac Centar, Serbia",9254,51.0,24.0,8.8
2026-02-19 18:00:00,"Bdul. Gării, Braşov, Romania",7647,0.0,24.0,34.5
2026-02-19 18:00:00,"Comuna Valiug, Semenic, Romania",6855,0.0,12.0,3.5
2026-02-19 18:00:00,"odesa; Odessa Gonzales, Midland, Texas",196,14.0,0.0,0.0
2026-02-19 18:00:00,"elpueleutodesantamalia; Rio San Pedro, Puerto Real, Spain",8448,21.0,13.0,3.2
2026-02-19 18:00:00,"rhode-saint-genese; Ukkel, Belgium",2992,8.0,7.0,11.5
2026-02-19 18:00:00,"telaviva; Tel Aviv (ישראל, Aviv)",5783,51.0,28.0,11.1
2026-02-19 18:00:00,"telaviva; Komemiyut Train Station - Gush Dan, Israel (ישראל,רכבת קוממיות, גוש דן)",9991,82.0,0.0,26.6
2026-02-19 18:00:00,"telaviva; The Haganah Train - Gush Dan, Israel (ישראל,רכבת ההגנה, גוש דן)",9989,77.0,0.0,38.0
2026-02-19 18:00:00,"telaviva; Yoseftal Train - Gush Dan, Israel (ישראל,רכבת יוספטל, גוש דן)",9990,76.0,0.0,17.0
2026-02-19 18:00:00,"telaviva; The Peace Train - Gush Dan, Israel (ישראל,רכבת השלום, גוש דן)",9992,73.0,0.0,54.3
2026-02-19 18:00:00,"telaviva; Or Yehuda - inner plain, Israel (ישראל,אור יהודה, שפלה פנימית)",9987,59.0,0.0,10.1
2026-02-19 18:00:00,"telaviva; Levinsky, Tel Aviv Metropolitan Area, Israel (ישראל,לוינסקי, גוש דן)",11911,54.0,45.0,10.2
2026-02-19 18:00:00,"telaviva; Antokolski Gush Dan, Israel (ישראל,אנטוקולסקי, גוש דן)",2962,51.0,0.0,11.1
2026-02-19 18:00:00,"telaviva; Through the D'', Gush Dan, Israel (ישראל,דרך פ''ת, גוש דן)",2963,48.0,0.0,7.7
2026-02-19 18:00:00,"telaviva; Hint, Gush Dan, Israel (ישראל,רמז, גוש דן)",2964,45.0,28.0,14.6
2026-02-19 18:00:00,"telaviva; Holon, Gush Dan, Israel (ישראל,חולון, גוש דן)",2958,45.0,28.0,13.0
2026-02-19 18:00:00,"telaviva; Urban D, Gush Dan, Israel (ישראל,עירוני ד, גוש דן)",2960,34.0,28.0,29.8
2026-02-19 18:00:00,"telaviva; Mobile stations 4, Israel (ישראל,ניידת4, תחנות ניידות)",8894,29.0,0.0,15.8
2026-02-19 18:00:00,"telaviva; Highway 4, Gush Dan, Israel (ישראל,כביש 4, גוש דן)",2959,27.0,28.0,24.1
2026-02-19 19:00:00,"Biała Podlaska, Poland",6479,0.0,83.0,30.7
2026-02-19 19:00:00,"Pod Vinbargom, Bardejov, Slovakia",13822,63.0,23.0,14.2
2026-02-19 19:00:00,"Tochtermana, Radom, Mazowieckie, Poland",3393,178.0,91.0,40.6
2026-02-19 19:00:00,"Devnya - Izvorite, Bulgaria",10567,0.0,21.0,9.0
2026-02-19 19:00:00,"Bor Gradski park, Serbia",12643,83.0,28.0,0.0
2026-02-19 19:00:00,"Beograd Obrenovac Ušće, Serbia",14564,12.0,3.0,1.1
2026-02-19 19:00:00,"Str. Domnească, Galaţi, Romania",8583,0.0,14.0,11.5
2026-02-19 19:00:00,"Hortobágy, Kunmadaras, Hungary",14674,0.0,3.0,0.0
2026-02-19 19:00:00,"Oszlár, Oszlár, Hungary",3355,0.0,20.0,0.0
2026-02-19 19:00:00,"Kazincbarcika, Kazincbarcika, Hungary",3351,68.0,20.0,8.5
2026-02-19 19:00:00,"Nowiny ul. Parkowa, Poland",6550,0.0,65.0,17.6
2026-02-19 19:00:00,"Comuna Sânpetru, Sânpetru, Romania",4191,0.0,24.0,6.6
2026-02-19 19:00:00,"Lublin ul.Obywatelska, Poland",6480,138.0,51.0,35.6
2026-02-19 19:00:00,"Comuna Sinandrei, Sinandrei, Romania",4189,0.0,24.0,7.8
2026-02-19 19:00:00,"str. Dorobanti, Nadlac, Romania",6836,0.0,12.0,3.9
2026-02-19 19:00:00,"Sajószentpéter, Sajószentpéter, Hungary",3357,91.0,30.0,12.3
2026-02-19 19:00:00,"Beograd Ada Marina, Serbia",14779,56.0,17.0,7.6
2026-02-19 19:00:00,"Comuna Ungheni, Ungheni, Romania",8587,0.0,36.0,6.2
2026-02-19 19:00:00,"Debrecen Kalotaszeg tér, Debrecen, Hungary",3378,50.0,13.0,6.3
2026-02-19 19:00:00,"Arm.gen. L. Svobodu, Presov, Slovakia",3129,63.0,25.0,27.5
2026-02-19 19:00:00,"Str. Industriei, Urziceni, Romania",6860,0.0,16.0,13.4
2026-02-19 19:00:00,"Vratsa - ZHP Gara, Bulgaria",10561,0.0,8.0,2.9
2026-02-19 19:00:00,"Beograd Surčin, Serbia",14787,58.0,33.0,10.1
2026-02-19 19:00:00,"Calea Macin, Isaccea, Romania",4188,0.0,18.0,14.0
2026-02-19 19:00:00,"Bdul Bucuresti, Ploieşti, Romania",4186,0.0,33.0,52.7
2026-02-19 19:00:00,"Str. Izvoare, Bacău, Romania",4165,0.0,22.0,13.5
2026-02-19 19:00:00,"Bd Mihai Eminescu, Botoşani, Romania",4168,0.0,24.0,11.0
2026-02-19 19:00:00,"Str. Carpati, Deva, Romania",7651,0.0,26.0,8.9
2026-02-19 19:00:00,"Letna, Velka Ida, Slovakia",3122,57.0,19.0,0.0
2026-02-19 19:00:00,"Varna - SOU Angel Kanchev, Bulgaria",10577,22.0,13.0,6.6
2026-02-19 19:00:00,"Beograd Lazarevac, Serbia",14560,33.0,11.0,23.0
2026-02-19 19:00:00,"Str. Libertăţii, Târgu Mureş, Romania",6865,0.0,28.0,28.5
2026-02-19 19:00:00,"Szeged 2 Rózsa u., Szeged, Hungary",3337,42.0,19.0,8.5
2026-02-19 19:00:00,"str. Principala, Buchin, Romania",4171,0.0,20.0,14.4
2026-02-19 19:00:00,"Szolnok, Szolnok, Hungary",3358,0.0,10.0,0.0
2026-02-19 19:00:00,"Roosevelta, Żyrardów, Mazowieckie, Poland",3395,215.0,99.0,0.3
2026-02-19 19:00:00,"Dobrich - OU Han Asparuh, Bulgaria",10565,0.0,8.0,0.0
2026-02-19 19:00:00,"Com. Oarja, Oarja, Romania",6834,0.0,9.0,13.1
2026-02-19 19:00:00,"Str. Unirii, Moldova Noua, Romania",4192,0.0,15.0,0.0
2026-02-19 19:00:00,"Aleea Biciclistilor, Hunedoara, Romania",6859,0.0,39.0,15.8
2026-02-19 19:00:00,"Str. Soseaua Suruia, Focșani, Romania",4196,0.0,17.0,9.0
2026-02-19 19:00:00,"Tarnów-ul. Ks. Romana Sitko, Małopolska, Poland",8690,115.0,52.0,14.4
2026-02-19 19:00:00,"Str. Constructorilor, Rovinari, Romania",4176,80.0,31.0,9.4
2026-02-19 19:00:00,"Smederevo Carina, Serbia",9257,86.0,32.0,10.5
2026-02-19 19:00:00,"Zeleno Brdo, Beograd, Serbia",8094,82.0,29.0,6.8
2026-02-19 19:00:00,"Beograd Bežanijska kosa, Serbia",14569,68.0,25.0,11.7
2026-02-19 19:00:00,"Mierova, Strazske, Slovakia",3123,63.0,19.0,15.1
2026-02-19 19:00:00,"Krosno-Kletówki-WIOS, Poland",14678,96.0,35.0,0.0
2026-02-19 19:00:00,"Szymbark, Szymbark 430, Krakow, Poland",14890,0.0,51.0,6.7
2026-02-19 19:00:00,"Str. Mihai Viteazu, Slobozia, Romania",4179,0.0,6.0,12.9
2026-02-19 19:00:00,"Pirot, Serbia",14562,57.0,17.0,4.6
2026-02-19 19:00:00,"Str. Gării, Mediaş, Romania",4187,0.0,20.0,25.7
2026-02-19 19:00:00,"Str. Nufărului, Oradea, Romania",6838,0.0,17.0,20.1
2026-02-19 19:00:00,"Str. Valea Albă, Piatra Neamţ, Romania",4183,133.0,51.0,35.8
2026-02-19 19:00:00,"str. Mihai Viteazu, Vulcan, Romania",4193,0.0,21.0,15.3
2026-02-19 19:00:00,"Kraków, os. Wadów, Małopolska, Poland",10041,125.0,56.0,10.3
2026-02-19 19:00:00,"Zegrzyńska, Legionowo, Mazowieckie, Poland",4748,100.0,36.0,14.2
2026-02-19 19:00:00,"Str. Libertatii, Turnu Magurele, Romania",4161,0.0,7.0,4.7
2026-02-19 19:00:00,"Str. Victoriei, Piteşti, Romania",7644,53.0,14.0,25.0
2026-02-19 19:00:00,"Str. P-ţa Independenţei, Brăila, Romania",6841,0.0,25.0,4.5
2026-02-19 19:00:00,"Bdul. Gării, Braşov, Romania",7647,0.0,25.0,27.3
2026-02-19 19:00:00,"Str. Ioan Slavici, Satu Mare, Romania",6873,0.0,14.0,17.8
2026-02-19 19:00:00,"M.R.Stefanika, Vranov nad Top., Slovakia",3131,74.0,23.0,6.9
2026-02-19 19:00:00,"Str. Lunca Oltului, Sfântu Gheorghe, Romania",8579,0.0,7.0,31.6
2026-02-19 19:00:00,"Bdul Bucuresti, Baia Mare, Romania",4181,0.0,12.0,12.5
2026-02-19 19:00:00,"Kielce, ul. Targowa 3, Poland",14911,64.0,25.0,14.2
2026-02-19 19:00:00,"Starachowice, ul. Złota, Poland",14913,92.0,33.0,0.0
2026-02-19 19:00:00,"Brzozowa, Otwock, Mazowieckie, Poland",9037,56.0,15.0,7.2
2026-02-19 19:00:00,"Beograd Borča, Serbia",14781,77.0,37.0,21.7
2026-02-19 19:00:00,"Comuna Tetchea, Tetchea, Romania",6839,0.0,29.0,7.3
2026-02-19 19:00:00,"Hernádszurdok, Hernádszurdok, Hungary",3350,53.0,14.0,0.0
2026-02-19 19:00:00,"Str. M. Kogălniceanu, Sebeş, Romania",6830,0.0,30.0,17.9
2026-02-19 19:00:00,"Str. I Bulbuca, Timişoara, Romania",7661,54.0,19.0,28.4
2026-02-19 19:00:00,"Nyíregyháza, Nyíregyháza, Hungary",3380,30.0,20.0,8.7
2026-02-19 19:00:00,"Jesenskeho, Jelsava, Slovakia",3116,78.0,30.0,4.6
2026-02-19 19:00:00,"Ruse - Vazrazhdane, Bulgaria",10560,42.0,19.0,15.1
2026-02-19 19:00:00,"Str. Vlad Ţepeş, Târgovişte, Romania",6851,0.0,16.0,42.1
2026-02-19 19:00:00,"Beograd Barajevo, Serbia",14780,39.0,18.0,2.1
2026-02-19 19:00:00,"Str. Războieni, Bacău, Romania",7645,0.0,47.0,12.5
2026-02-19 19:00:00,"Rzeszów-Piłsudskiego-WIOS, Poland",13042,157.0,72.0,28.3
2026-02-19 19:00:00,"Calea Victoriei, Cercul Militar, Romania",7657,0.0,20.0,43.7
2026-02-19 19:00:00,"Str. Stefan Cel Mare, Vaslui, Romania",6877,0.0,34.0,8.1
2026-02-19 19:00:00,"Str. Aurel Vlaicu, Cluj-Napoca, Romania",8591,0.0,24.0,21.7
2026-02-19 19:00:00,"Shumen, Bulgaria",10563,0.0,12.0,6.2
2026-02-19 19:00:00,"Sos. Sloboziei, Giurgiu, Romania",8585,0.0,16.0,24.5
2026-02-19 19:00:00,"Novi Pazar, Serbia",12894,65.0,22.0,6.9
2026-02-19 19:00:00,"Čačak, Serbia",14558,80.0,44.0,20.5
2026-02-19 19:00:00,"Str. Lalelelor, Alba Iulia, Romania",4162,0.0,28.0,12.5
2026-02-19 19:00:00,"Dębica-Grottgera-WIOS, Poland",13039,122.0,48.0,0.0
2026-02-19 19:00:00,"Str. Dunarii, Alexandria, Romania",4160,0.0,10.0,6.9
2026-02-19 19:00:00,"Comuna Baloteşti, Baloteşti, Romania",7658,66.0,21.0,26.4
2026-02-19 19:00:00,"Com. Budeasa, Caloteşti, Romania",6833,0.0,13.0,5.5
2026-02-19 19:00:00,"Str.Alexandru cel Bun, Siret, Romania",6875,0.0,22.0,8.1
